650815,,452833903,5/1/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,90,0.5,0,0,12,TARRANT,,0
650815,,452833903,5/2/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,90,0.5,0,0,12,TARRANT,,0
650815,,452833903,5/3/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,90,0.5,0,0,12,TARRANT,,0
650815,,452833903,5/4/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,240,0.5,0,0,12,TARRANT,,0
710888,,452833903,5/7/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,320,0.5,0,0,12,ERATH,,0
710888,,452833903,5/8/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,150,0.5,0,0,12,ERATH,,0
710888,,452833903,5/9/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,150,0.5,0,0,12,ERATH,,0
710888,,452833903,5/10/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,150,0.5,0,0,12,ERATH,,0
710888,,452833903,5/11/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,345,0.5,0,0,12,ERATH,,0
710888,,452833903,5/14/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,150,0.5,0,0,12,ERATH,,0
710888,,452833903,5/15/2007,1,200,0,0,20,0,0,0,0,0,0,0,0,0,,0,150,0.5,0,0,12,ERATH,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
,,452833903,5/14/2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,,,0
